Concurso,Data,Local Realizacao,Rateio Processamento,Acumulou,Valor Acumulado,Dezenas,Premiacao
815,2006-11-11T00:00:00-02:00,,False,True,10921121.58,"09, 19, 37, 39, 50, 57","Sena (0 ganhadores), Quina (56 ganhadores), Quadra (3621 ganhadores)"
816,2006-11-16T00:00:00-02:00,,False,True,12380394.81,"20, 21, 30, 40, 47, 52","Sena (0 ganhadores), Quina (21 ganhadores), Quadra (1885 ganhadores)"
817,2006-11-18T00:00:00-02:00,,False,True,14004110.17,"10, 29, 30, 34, 43, 52","Sena (0 ganhadores), Quina (27 ganhadores), Quadra (2469 ganhadores)"
818,2006-11-22T00:00:00-02:00,,False,True,15715920.16,"08, 09, 22, 25, 41, 44","Sena (0 ganhadores), Quina (58 ganhadores), Quadra (4935 ganhadores)"
819,2006-11-25T00:00:00-02:00,,False,True,23874662.7,"05, 19, 25, 46, 51, 58","Sena (0 ganhadores), Quina (105 ganhadores), Quadra (5868 ganhadores)"
820,2006-11-29T00:00:00-02:00,,False,False,0,"10, 17, 21, 32, 45, 46","Sena (2 ganhadores), Quina (82 ganhadores), Quadra (5102 ganhadores)"
821,2006-12-02T00:00:00-02:00,,False,True,1130724.8,"04, 29, 33, 36, 38, 42","Sena (0 ganhadores), Quina (37 ganhadores), Quadra (3307 ganhadores)"
822,2006-12-06T00:00:00-02:00,,False,True,2212009.51,"04, 10, 17, 27, 41, 52","Sena (0 ganhadores), Quina (31 ganhadores), Quadra (2585 ganhadores)"
823,2006-12-09T00:00:00-02:00,,False,True,3566468.83,"01, 15, 26, 51, 54, 59","Sena (0 ganhadores), Quina (22 ganhadores), Quadra (2144 ganhadores)"
824,2006-12-13T00:00:00-02:00,,False,True,10044004.79,"06, 07, 09, 20, 33, 48","Sena (0 ganhadores), Quina (53 ganhadores), Quadra (5002 ganhadores)"
825,2006-12-16T00:00:00-02:00,,False,True,11814295.88,"10, 21, 28, 40, 41, 47","Sena (0 ganhadores), Quina (52 ganhadores), Quadra (4148 ganhadores)"
826,2006-12-19T00:00:00-02:00,,False,True,12907689.09,"06, 07, 08, 27, 45, 53","Sena (0 ganhadores), Quina (68 ganhadores), Quadra (3571 ganhadores)"
827,2006-12-21T00:00:00-02:00,,False,True,14636725.67,"18, 24, 30, 42, 51, 56","Sena (0 ganhadores), Quina (47 ganhadores), Quadra (4106 ganhadores)"
828,2006-12-23T00:00:00-02:00,,False,True,16672542.56,"23, 28, 38, 42, 50, 53","Sena (0 ganhadores), Quina (29 ganhadores), Quadra (3478 ganhadores)"
829,2006-12-31T00:00:00-02:00,,False,True,30306455.18,"10, 14, 32, 47, 50, 56","Sena (0 ganhadores), Quina (162 ganhadores), Quadra (10814 ganhadores)"
830,2007-01-03T00:00:00-02:00,,False,True,34276670.77,"02, 13, 41, 49, 51, 53","Sena (0 ganhadores), Quina (94 ganhadores), Quadra (7705 ganhadores)"
831,2007-01-06T00:00:00-02:00,,False,True,40770541.92,"03, 32, 33, 42, 48, 50","Sena (0 ganhadores), Quina (117 ganhadores), Quadra (12045 ganhadores)"
832,2007-01-10T00:00:00-02:00,,False,False,0,"15, 17, 23, 33, 39, 49","Sena (1 ganhadores), Quina (510 ganhadores), Quadra (37086 ganhadores)"
833,2007-01-13T00:00:00-02:00,,False,True,1358616.66,"13, 16, 46, 53, 57, 58","Sena (0 ganhadores), Quina (40 ganhadores), Quadra (2678 ganhadores)"
834,2007-01-17T00:00:00-02:00,,False,False,0,"10, 16, 17, 34, 44, 51","Sena (1 ganhadores), Quina (42 ganhadores), Quadra (3073 ganhadores)"
835,2007-01-20T00:00:00-02:00,,False,True,20109130.83,"18, 31, 33, 49, 57, 58","Sena (0 ganhadores), Quina (40 ganhadores), Quadra (4078 ganhadores)"
836,2007-01-24T00:00:00-02:00,,False,True,22459069.62,"17, 22, 28, 38, 52, 59","Sena (0 ganhadores), Quina (64 ganhadores), Quadra (4859 ganhadores)"
837,2007-01-27T00:00:00-02:00,,False,False,0,"05, 06, 16, 24, 34, 60","Sena (1 ganhadores), Quina (73 ganhadores), Quadra (6233 ganhadores)"
838,2007-01-31T00:00:00-02:00,,False,True,1166414.58,"09, 23, 30, 38, 44, 47","Sena (0 ganhadores), Quina (41 ganhadores), Quadra (2825 ganhadores)"
839,2007-02-03T00:00:00-02:00,,False,True,9548388.11,"07, 08, 11, 18, 37, 43","Sena (0 ganhadores), Quina (77 ganhadores), Quadra (5314 ganhadores)"
840,2007-02-07T00:00:00-02:00,,False,True,11457118.69,"17, 29, 31, 35, 43, 59","Sena (0 ganhadores), Quina (94 ganhadores), Quadra (5512 ganhadores)"
841,2007-02-10T00:00:00-02:00,,False,True,13644549.97,"07, 22, 32, 36, 38, 51","Sena (0 ganhadores), Quina (67 ganhadores), Quadra (5162 ganhadores)"
842,2007-02-14T00:00:00-02:00,,False,True,15792837.51,"07, 09, 30, 44, 51, 60","Sena (0 ganhadores), Quina (58 ganhadores), Quadra (4700 ganhadores)"
843,2007-02-17T00:00:00-02:00,,False,True,18162628.75,"01, 16, 34, 36, 45, 48","Sena (0 ganhadores), Quina (68 ganhadores), Quadra (5642 ganhadores)"
844,2007-02-24T00:00:00-02:00,,False,True,29460722.37,"16, 24, 34, 44, 54, 57","Sena (0 ganhadores), Quina (91 ganhadores), Quadra (7679 ganhadores)"
845,2007-02-28T00:00:00-03:00,,False,True,32541798.04,"14, 19, 20, 40, 48, 52","Sena (0 ganhadores), Quina (67 ganhadores), Quadra (5308 ganhadores)"
846,2007-03-03T00:00:00-03:00,,False,True,36074973.92,"02, 03, 44, 47, 50, 54","Sena (0 ganhadores), Quina (82 ganhadores), Quadra (6231 ganhadores)"
847,2007-03-07T00:00:00-03:00,,False,False,0,"14, 15, 27, 42, 44, 48","Sena (1 ganhadores), Quina (242 ganhadores), Quadra (14062 ganhadores)"
848,2007-03-10T00:00:00-03:00,,False,False,0,"17, 27, 32, 34, 47, 56","Sena (1 ganhadores), Quina (90 ganhadores), Quadra (4602 ganhadores)"
849,2007-03-14T00:00:00-03:00,,False,True,10859511.56,"08, 09, 39, 44, 49, 58","Sena (0 ganhadores), Quina (33 ganhadores), Quadra (2208 ganhadores)"
850,2007-03-17T00:00:00-03:00,,False,True,12843555.94,"07, 22, 25, 44, 59, 60","Sena (0 ganhadores), Quina (117 ganhadores), Quadra (6520 ganhadores)"
852,2007-03-24T00:00:00-03:00,,False,True,1179766.12,"06, 14, 23, 34, 38, 44","Sena (0 ganhadores), Quina (42 ganhadores), Quadra (3489 ganhadores)"
853,2007-03-28T00:00:00-03:00,,False,True,2467562.79,"30, 38, 46, 51, 56, 59","Sena (0 ganhadores), Quina (17 ganhadores), Quadra (1465 ganhadores)"
854,2007-03-31T00:00:00-03:00,,False,True,9795115.03,"03, 17, 24, 25, 27, 44","Sena (0 ganhadores), Quina (88 ganhadores), Quadra (7056 ganhadores)"
855,2007-04-04T00:00:00-03:00,,False,True,11546909.14,"03, 24, 31, 42, 43, 53","Sena (0 ganhadores), Quina (59 ganhadores), Quadra (3478 ganhadores)"
856,2007-04-07T00:00:00-03:00,,False,True,13209593.04,"11, 15, 40, 41, 42, 47","Sena (0 ganhadores), Quina (37 ganhadores), Quadra (2924 ganhadores)"
857,2007-04-11T00:00:00-03:00,,False,True,15337557.86,"02, 03, 17, 49, 50, 59","Sena (0 ganhadores), Quina (71 ganhadores), Quadra (4732 ganhadores)"
858,2007-04-14T00:00:00-03:00,,False,False,0,"04, 18, 23, 31, 37, 54","Sena (2 ganhadores), Quina (185 ganhadores), Quadra (8821 ganhadores)"
859,2007-04-18T00:00:00-03:00,,False,True,7624012.41,"09, 12, 34, 46, 47, 57","Sena (0 ganhadores), Quina (35 ganhadores), Quadra (3275 ganhadores)"
860,2007-04-23T00:00:00-03:00,,False,True,9295079.41,"02, 08, 17, 22, 42, 44","Sena (0 ganhadores), Quina (111 ganhadores), Quadra (6853 ganhadores)"
861,2007-04-25T00:00:00-03:00,,False,False,0,"39, 40, 42, 47, 59, 60","Sena (1 ganhadores), Quina (34 ganhadores), Quadra (2296 ganhadores)"
862,2007-04-28T00:00:00-03:00,,False,False,0,"02, 08, 11, 12, 19, 35","Sena (1 ganhadores), Quina (99 ganhadores), Quadra (5632 ganhadores)"
863,2007-05-02T00:00:00-03:00,,False,True,830178.33,"15, 24, 32, 50, 53, 57","Sena (0 ganhadores), Quina (25 ganhadores), Quadra (1454 ganhadores)"
864,2007-05-05T00:00:00-03:00,,False,True,6807400,"08, 11, 31, 33, 42, 57","Sena (0 ganhadores), Quina (47 ganhadores), Quadra (2926 ganhadores)"
865,2007-05-09T00:00:00-03:00,,False,True,8347183.58,"23, 26, 27, 41, 51, 53","Sena (0 ganhadores), Quina (28 ganhadores), Quadra (2694 ganhadores)"
866,2007-05-12T00:00:00-03:00,,False,True,10212715.83,"05, 27, 36, 40, 46, 48","Sena (0 ganhadores), Quina (46 ganhadores), Quadra (3704 ganhadores)"
867,2007-05-16T00:00:00-03:00,,False,True,12060144.51,"10, 19, 26, 28, 44, 54","Sena (0 ganhadores), Quina (51 ganhadores), Quadra (4381 ganhadores)"
868,2007-05-19T00:00:00-03:00,,False,True,14156101.29,"21, 22, 25, 40, 51, 57","Sena (0 ganhadores), Quina (37 ganhadores), Quadra (3453 ganhadores)"
869,2007-05-23T00:00:00-03:00,,False,False,0,"27, 29, 42, 49, 50, 51","Sena (1 ganhadores), Quina (57 ganhadores), Quadra (3912 ganhadores)"
870,2007-05-26T00:00:00-03:00,,False,True,8272810.82,"08, 21, 34, 40, 43, 52","Sena (0 ganhadores), Quina (26 ganhadores), Quadra (2923 ganhadores)"
871,2007-05-30T00:00:00-03:00,,False,True,10016284.93,"01, 05, 10, 17, 47, 58","Sena (0 ganhadores), Quina (80 ganhadores), Quadra (6225 ganhadores)"
872,2007-06-02T00:00:00-03:00,,False,True,12106777.43,"05, 18, 31, 43, 55, 58","Sena (0 ganhadores), Quina (81 ganhadores), Quadra (4636 ganhadores)"
873,2007-06-06T00:00:00-03:00,,False,True,14303522.62,"04, 19, 30, 34, 57, 59","Sena (0 ganhadores), Quina (70 ganhadores), Quadra (5051 ganhadores)"
874,2007-06-09T00:00:00-03:00,,False,True,23535080.88,"10, 20, 42, 44, 52, 59","Sena (0 ganhadores), Quina (32 ganhadores), Quadra (3024 ganhadores)"
875,2007-06-13T00:00:00-03:00,,False,False,0,"18, 20, 24, 36, 53, 58","Sena (1 ganhadores), Quina (153 ganhadores), Quadra (8240 ganhadores)"
876,2007-06-16T00:00:00-03:00,,False,True,1534014.85,"04, 08, 12, 41, 45, 60","Sena (0 ganhadores), Quina (30 ganhadores), Quadra (3847 ganhadores)"
877,2007-06-20T00:00:00-03:00,,False,True,3277722.23,"13, 15, 20, 28, 31, 36","Sena (0 ganhadores), Quina (69 ganhadores), Quadra (4817 ganhadores)"
878,2007-06-23T00:00:00-03:00,,False,True,5008543.3,"11, 12, 37, 38, 43, 54","Sena (0 ganhadores), Quina (33 ganhadores), Quadra (3702 ganhadores)"
879,2007-06-27T00:00:00-03:00,,False,True,13767454.24,"10, 28, 29, 35, 42, 46","Sena (0 ganhadores), Quina (45 ganhadores), Quadra (3852 ganhadores)"
880,2007-06-30T00:00:00-03:00,,False,True,16033853.7,"25, 30, 37, 46, 49, 51","Sena (0 ganhadores), Quina (46 ganhadores), Quadra (4314 ganhadores)"
881,2007-07-04T00:00:00-03:00,,False,True,18517686.08,"04, 18, 24, 43, 51, 56","Sena (0 ganhadores), Quina (99 ganhadores), Quadra (6959 ganhadores)"
882,2007-07-07T00:00:00-03:00,,False,False,0,"17, 41, 42, 44, 45, 60","Sena (1 ganhadores), Quina (81 ganhadores), Quadra (6642 ganhadores)"
883,2007-07-11T00:00:00-03:00,,False,True,1180711.67,"21, 32, 37, 52, 53, 60","Sena (0 ganhadores), Quina (13 ganhadores), Quadra (1494 ganhadores)"
884,2007-07-14T00:00:00-03:00,,False,True,10204577.3,"02, 11, 12, 14, 22, 39","Sena (0 ganhadores), Quina (56 ganhadores), Quadra (4752 ganhadores)"
885,2007-07-18T00:00:00-03:00,,False,True,12050926.17,"04, 13, 31, 33, 47, 51","Sena (0 ganhadores), Quina (114 ganhadores), Quadra (6503 ganhadores)"
886,2007-07-21T00:00:00-03:00,,False,True,14224834.41,"17, 33, 37, 50, 55, 59","Sena (0 ganhadores), Quina (100 ganhadores), Quadra (5764 ganhadores)"
887,2007-07-25T00:00:00-03:00,,False,True,16421104.66,"01, 12, 21, 32, 34, 44","Sena (0 ganhadores), Quina (79 ganhadores), Quadra (4885 ganhadores)"
888,2007-07-28T00:00:00-03:00,,False,False,0,"24, 40, 50, 52, 54, 60","Sena (1 ganhadores), Quina (50 ganhadores), Quadra (3672 ganhadores)"
889,2007-08-01T00:00:00-03:00,,False,True,8190614.89,"20, 24, 34, 39, 54, 60","Sena (0 ganhadores), Quina (21 ganhadores), Quadra (1733 ganhadores)"
890,2007-08-04T00:00:00-03:00,,False,True,10159508.19,"07, 09, 17, 21, 22, 54","Sena (0 ganhadores), Quina (105 ganhadores), Quadra (6983 ganhadores)"
891,2007-08-08T00:00:00-03:00,,False,True,12378266.6,"15, 16, 19, 22, 34, 35","Sena (0 ganhadores), Quina (92 ganhadores), Quadra (6400 ganhadores)"
892,2007-08-11T00:00:00-03:00,,False,True,15031644.65,"01, 19, 42, 44, 49, 52","Sena (0 ganhadores), Quina (54 ganhadores), Quadra (4782 ganhadores)"
893,2007-08-15T00:00:00-03:00,,False,True,17741499.79,"03, 18, 26, 51, 53, 56","Sena (0 ganhadores), Quina (105 ganhadores), Quadra (6595 ganhadores)"
894,2007-08-18T00:00:00-03:00,,False,True,30139459.45,"20, 24, 28, 37, 41, 44","Sena (0 ganhadores), Quina (59 ganhadores), Quadra (6653 ganhadores)"
895,2007-08-22T00:00:00-03:00,,False,True,34353506.77,"02, 41, 43, 55, 57, 58","Sena (0 ganhadores), Quina (82 ganhadores), Quadra (6473 ganhadores)"
896,2007-08-25T00:00:00-03:00,,False,True,39670465.09,"05, 11, 22, 31, 35, 41","Sena (0 ganhadores), Quina (98 ganhadores), Quadra (10769 ganhadores)"
897,2007-08-29T00:00:00-03:00,,False,True,46355633.71,"07, 21, 22, 43, 46, 57","Sena (0 ganhadores), Quina (212 ganhadores), Quadra (16644 ganhadores)"
898,2007-09-01T00:00:00-03:00,,False,False,0,"03, 04, 08, 30, 45, 54","Sena (2 ganhadores), Quina (596 ganhadores), Quadra (27120 ganhadores)"
899,2007-09-05T00:00:00-03:00,,False,True,20867361.42,"18, 20, 36, 53, 54, 58","Sena (0 ganhadores), Quina (948 ganhadores), Quadra (3559 ganhadores)"
900,2007-09-08T00:00:00-03:00,,False,False,0,"04, 18, 21, 34, 38, 59","Sena (1 ganhadores), Quina (89 ganhadores), Quadra (6184 ganhadores)"
901,2007-09-12T00:00:00-03:00,,False,True,1641698.41,"13, 16, 32, 33, 34, 56","Sena (0 ganhadores), Quina (100 ganhadores), Quadra (5617 ganhadores)"
902,2007-09-15T00:00:00-03:00,,False,True,3692969.85,"18, 23, 50, 52, 55, 58","Sena (0 ganhadores), Quina (68 ganhadores), Quadra (3490 ganhadores)"
903,2007-09-19T00:00:00-03:00,,False,True,5792054.3,"05, 17, 20, 32, 41, 55","Sena (0 ganhadores), Quina (62 ganhadores), Quadra (4688 ganhadores)"
904,2007-09-22T00:00:00-03:00,,False,True,15768458.93,"32, 44, 48, 51, 53, 59","Sena (0 ganhadores), Quina (72 ganhadores), Quadra (4007 ganhadores)"
905,2007-09-26T00:00:00-03:00,,False,False,0,"02, 04, 15, 16, 55, 57","Sena (1 ganhadores), Quina (89 ganhadores), Quadra (6223 ganhadores)"
906,2007-09-29T00:00:00-03:00,,False,False,0,"07, 14, 24, 29, 35, 39","Sena (1 ganhadores), Quina (49 ganhadores), Quadra (4239 ganhadores)"
907,2007-10-03T00:00:00-03:00,,False,True,1403531.54,"09, 36, 37, 41, 51, 53","Sena (0 ganhadores), Quina (25 ganhadores), Quadra (2244 ganhadores)"
908,2007-10-06T00:00:00-03:00,,False,True,3222281.26,"01, 09, 19, 25, 50, 52","Sena (0 ganhadores), Quina (120 ganhadores), Quadra (6205 ganhadores)"
909,2007-10-10T00:00:00-03:00,,False,True,11605715.34,"17, 22, 26, 28, 38, 42","Sena (0 ganhadores), Quina (48 ganhadores), Quadra (4586 ganhadores)"
910,2007-10-13T00:00:00-03:00,,False,True,13593997.94,"03, 15, 27, 29, 36, 53","Sena (0 ganhadores), Quina (107 ganhadores), Quadra (6512 ganhadores)"
911,2007-10-17T00:00:00-02:00,,False,False,0,"01, 06, 28, 29, 46, 49","Sena (1 ganhadores), Quina (63 ganhadores), Quadra (5376 ganhadores)"
912,2007-10-20T00:00:00-02:00,,False,True,1455212.96,"04, 19, 21, 26, 29, 54","Sena (0 ganhadores), Quina (62 ganhadores), Quadra (4474 ganhadores)"
913,2007-10-24T00:00:00-02:00,,False,False,0,"14, 30, 36, 38, 46, 59","Sena (1 ganhadores), Quina (27 ganhadores), Quadra (2683 ganhadores)"
914,2007-10-27T00:00:00-02:00,,False,True,7590419.67,"09, 12, 23, 33, 45, 51","Sena (0 ganhadores), Quina (64 ganhadores), Quadra (4731 ganhadores)"
915,2007-10-31T00:00:00-02:00,,False,False,0,"17, 20, 26, 28, 48, 49","Sena (1 ganhadores), Quina (44 ganhadores), Quadra (3580 ganhadores)"
916,2007-11-03T00:00:00-02:00,,False,True,1171341.29,"05, 28, 33, 36, 37, 38","Sena (0 ganhadores), Quina (144 ganhadores), Quadra (3220 ganhadores)"
917,2007-11-07T00:00:00-02:00,,False,True,2680091.97,"23, 25, 30, 46, 47, 59","Sena (0 ganhadores), Quina (61 ganhadores), Quadra (3491 ganhadores)"
918,2007-11-10T00:00:00-02:00,,False,True,4473550.36,"04, 08, 12, 38, 44, 52","Sena (0 ganhadores), Quina (135 ganhadores), Quadra (6883 ganhadores)"
919,2007-11-14T00:00:00-02:00,,False,True,12153032.42,"03, 25, 31, 41, 43, 60","Sena (0 ganhadores), Quina (37 ganhadores), Quadra (3505 ganhadores)"
920,2007-11-17T00:00:00-02:00,,False,True,14235226.59,"05, 17, 24, 52, 55, 57","Sena (0 ganhadores), Quina (94 ganhadores), Quadra (6584 ganhadores)"
921,2007-11-21T00:00:00-02:00,,False,True,16556605.48,"01, 09, 35, 41, 48, 57","Sena (0 ganhadores), Quina (62 ganhadores), Quadra (4365 ganhadores)"
922,2007-11-24T00:00:00-02:00,,False,True,19370014.34,"12, 13, 19, 41, 45, 49","Sena (0 ganhadores), Quina (136 ganhadores), Quadra (8735 ganhadores)"
923,2007-11-28T00:00:00-02:00,,False,True,22420857.89,"02, 15, 39, 50, 53, 57","Sena (0 ganhadores), Quina (90 ganhadores), Quadra (6122 ganhadores)"
924,2007-12-01T00:00:00-02:00,,False,True,35717127.33,"02, 20, 21, 27, 51, 60","Sena (0 ganhadores), Quina (90 ganhadores), Quadra (7236 ganhadores)"
925,2007-12-05T00:00:00-02:00,,False,False,0,"08, 22, 36, 37, 46, 52","Sena (1 ganhadores), Quina (132 ganhadores), Quadra (10214 ganhadores)"
926,2007-12-08T00:00:00-02:00,,False,True,1495186.73,"21, 33, 34, 40, 41, 59","Sena (0 ganhadores), Quina (24 ganhadores), Quadra (2019 ganhadores)"
927,2007-12-12T00:00:00-02:00,,False,True,3110971.95,"19, 23, 26, 31, 33, 36","Sena (0 ganhadores), Quina (45 ganhadores), Quadra (3499 ganhadores)"
928,2007-12-15T00:00:00-02:00,,False,False,0,"04, 10, 32, 33, 49, 60","Sena (1 ganhadores), Quina (43 ganhadores), Quadra (4246 ganhadores)"
929,2007-12-19T00:00:00-02:00,,False,True,9414519.05,"16, 27, 35, 39, 49, 57","Sena (0 ganhadores), Quina (42 ganhadores), Quadra (3095 ganhadores)"
930,2007-12-22T00:00:00-02:00,,False,True,11758079.4,"20, 28, 37, 46, 49, 55","Sena (0 ganhadores), Quina (73 ganhadores), Quadra (5481 ganhadores)"
931,2007-12-31T00:00:00-02:00,,False,True,15785742.06,"07, 17, 19, 34, 36, 39","Sena (0 ganhadores), Quina (245 ganhadores), Quadra (14573 ganhadores)"
932,2008-01-05T00:00:00-02:00,,False,False,0,"02, 17, 21, 36, 42, 53","Sena (1 ganhadores), Quina (196 ganhadores), Quadra (10515 ganhadores)"
933,2008-01-09T00:00:00-02:00,,False,True,1352761.06,"08, 14, 25, 39, 45, 51","Sena (0 ganhadores), Quina (66 ganhadores), Quadra (3308 ganhadores)"
934,2008-01-12T00:00:00-02:00,,False,True,12508366.08,"01, 03, 21, 25, 44, 48","Sena (0 ganhadores), Quina (55 ganhadores), Quadra (5101 ganhadores)"
935,2008-01-16T00:00:00-02:00,,False,True,14803274.65,"07, 13, 18, 29, 31, 45","Sena (0 ganhadores), Quina (243 ganhadores), Quadra (10898 ganhadores)"
936,2008-01-19T00:00:00-02:00,,False,False,0,"05, 14, 22, 29, 33, 44","Sena (2 ganhadores), Quina (144 ganhadores), Quadra (9280 ganhadores)"
937,2008-01-23T00:00:00-02:00,,False,True,1274477.8,"02, 21, 22, 30, 41, 52","Sena (0 ganhadores), Quina (20 ganhadores), Quadra (1763 ganhadores)"
938,2008-01-26T00:00:00-02:00,,False,True,2871982.33,"15, 27, 35, 50, 57, 59","Sena (0 ganhadores), Quina (39 ganhadores), Quadra (3235 ganhadores)"
939,2008-01-30T00:00:00-02:00,,False,True,11264174.77,"06, 19, 23, 37, 49, 50","Sena (0 ganhadores), Quina (103 ganhadores), Quadra (5670 ganhadores)"
940,2008-02-02T00:00:00-02:00,,False,True,13483573.63,"05, 25, 31, 33, 37, 51","Sena (0 ganhadores), Quina (109 ganhadores), Quadra (6936 ganhadores)"
941,2008-02-06T00:00:00-02:00,,False,True,14791945.07,"10, 11, 15, 27, 53, 60","Sena (0 ganhadores), Quina (37 ganhadores), Quadra (3406 ganhadores)"
942,2008-02-09T00:00:00-02:00,,False,True,17460716.85,"05, 08, 18, 42, 52, 59","Sena (0 ganhadores), Quina (73 ganhadores), Quadra (5310 ganhadores)"
943,2008-02-13T00:00:00-02:00,,False,False,0,"03, 12, 23, 41, 47, 58","Sena (1 ganhadores), Quina (116 ganhadores), Quadra (7783 ganhadores)"
944,2008-02-16T00:00:00-02:00,,False,True,9017085,"16, 37, 43, 52, 58, 59","Sena (0 ganhadores), Quina (21 ganhadores), Quadra (2669 ganhadores)"
945,2008-02-20T00:00:00-03:00,,False,True,11076748.93,"04, 08, 27, 44, 54, 59","Sena (0 ganhadores), Quina (118 ganhadores), Quadra (6615 ganhadores)"
946,2008-02-23T00:00:00-03:00,,False,True,13496546.46,"01, 05, 12, 47, 52, 59","Sena (0 ganhadores), Quina (92 ganhadores), Quadra (6373 ganhadores)"
947,2008-02-27T00:00:00-03:00,,False,False,0,"03, 05, 11, 14, 33, 58","Sena (1 ganhadores), Quina (95 ganhadores), Quadra (8955 ganhadores)"
948,2008-03-01T00:00:00-03:00,,False,True,1426806.41,"22, 41, 44, 46, 52, 54","Sena (0 ganhadores), Quina (30 ganhadores), Quadra (2141 ganhadores)"
949,2008-03-05T00:00:00-03:00,,False,True,10111849.01,"01, 23, 41, 44, 51, 52","Sena (0 ganhadores), Quina (28 ganhadores), Quadra (2679 ganhadores)"
950,2008-03-08T00:00:00-03:00,,False,True,12377708.64,"23, 41, 42, 48, 49, 59","Sena (0 ganhadores), Quina (43 ganhadores), Quadra (3953 ganhadores)"
951,2008-03-12T00:00:00-03:00,,False,True,14815050.33,"14, 24, 34, 39, 49, 55","Sena (0 ganhadores), Quina (41 ganhadores), Quadra (3894 ganhadores)"
952,2008-03-15T00:00:00-03:00,,False,True,17574870.51,"02, 11, 18, 27, 30, 54","Sena (0 ganhadores), Quina (132 ganhadores), Quadra (7126 ganhadores)"
953,2008-03-19T00:00:00-03:00,,False,False,0,"01, 16, 39, 42, 48, 55","Sena (1 ganhadores), Quina (71 ganhadores), Quadra (5055 ganhadores)"
954,2008-03-22T00:00:00-03:00,,False,True,9334367.34,"05, 08, 18, 24, 33, 57","Sena (0 ganhadores), Quina (81 ganhadores), Quadra (5213 ganhadores)"
955,2008-03-26T00:00:00-03:00,,False,False,0,"05, 12, 21, 32, 33, 35","Sena (2 ganhadores), Quina (90 ganhadores), Quadra (6180 ganhadores)"
956,2008-03-29T00:00:00-03:00,,False,False,0,"46, 47, 51, 54, 57, 59","Sena (1 ganhadores), Quina (38 ganhadores), Quadra (2468 ganhadores)"
957,2008-04-02T00:00:00-03:00,,False,True,1270385.5,"24, 25, 32, 34, 50, 57","Sena (0 ganhadores), Quina (24 ganhadores), Quadra (2210 ganhadores)"
958,2008-04-05T00:00:00-03:00,,False,False,0,"07, 13, 22, 33, 48, 51","Sena (3 ganhadores), Quina (269 ganhadores), Quadra (8718 ganhadores)"
